org_name,addr,contact_phone
公園景福牙醫診所,台北市公園路32號,02-23885488
嘉柏中醫診所,台北市公園路32號,23141402
榮恩牙醫診所,台北市公館路109號,28933212
啟容牙醫診所,台北市公館路35號,28976866
良朋牙醫診所,台北市天水路32號,0225561649
佳視得眼科診所,台北市天母北路11之1號,02-28756230
信誼牙醫診所,台北市天母北路12之1號,0228727225
仰德中醫診所,台北市天母北路18號,28751600
天母雙合耳鼻喉科診所,台北市天母北路21號,28711813
國聯牙醫診所,台北市天母北路32號,28724051
天母許內科家醫科診所,台北市天母北路49號,0228729367
威廉牙醫診所,台北市天母北路87巷2弄3號,0228748013
天母忠明2020眼科診所,台北市天母西路10號,28732020
戴得育牙醫診所,台北市天母西路27號,02-28761168
劉牙醫診所,台北市天母西路28號,0228731457
嚴永強牙醫診所,台北市天母西路39號,0228733272
健群牙醫診所,台北市天母西路3號,0228719781
杏美皮膚科診所,台北市天母西路40之1號,0228715431
昇陽牙醫診所,台北市天母西路40之1號,0228748099
格子牙醫診所,台北市天母西路40之1號,28715520
嘉華牙醫診所,台北市天母西路56號,28715010
林崇民牙醫診所,台北市天母西路60號,0228736488
邱瑋光牙醫診所,台北市天母東路1之1號,02-28765211
洛杉磯牙醫診所,台北市天母東路1之1號,88666988
三船牙醫診所,台北市天母東路1之2號,0228736170
永芳牙醫診所,台北市天母東路1之2號,0228711339
劉定國牙醫診所,台北市天母東路43巷4弄2號,0228736585
大蘋果牙醫診所,台北市天母東路45之1號,0228741215
天方中醫診所,台北市天母東路47之1號,28727388
鄭文韶牙醫診所,台北市天母東路63號,0228735335
三愛牙醫診所,台北市天母東路69巷1之1號,28733372
天母英明診所,台北市天母東路69巷7號,0228745958
彭志綱牙醫診所,台北市天母東路77號,02-28769322
柯佑民小兒科診所,台北市天母東路8巷19弄5號,0228766955
美加牙醫診所,台北市天母東路8巷21之1號,28743311
佑成牙醫診所,台北市天母東路8巷27號,0228727999
凱健牙醫診所,台北市天母東路8巷27號,0228728116
旺德牙醫診所,台北市天母東路8巷37號,28760616
歐彥君中醫診所,台北市天母東路8巷38號,28711655
美齊牙醫診所,台北市天母東路8巷75號,
大偉牙醫診所,台北市天玉街38巷10號,28767658
天母麥茵茲美形診所,台北市天玉街38巷20號,02-28719188
林葉牙醫診所,台北市天玉街38巷20號,0228735702
家庭醫師張正弘診所,台北市天玉街38巷9號,0228747399
璀燦精品牙醫診所,台北市天玉街41號,28721239
天玉牙醫診所,台北市天玉街81巷4號,02-28727843
黃偉俐診所,台北市天津街37號,02-25114123
陳均牙醫診所,台北市天津街62號,02 25517302
欣安牙醫診所,台北市天祥路12號,25111018
全安診所,台北市天祥路20號,25117503
周賢章耳鼻喉科診所,台北市天祥路26號,0225213101
天籟牙醫診所,台北市天祥路5號,25677733
泰祺牙醫診所,台北市天祥路70號,0225642997
英士牙醫診所,台北市太原路154之11號,0225580512
桂林內科診所,台北市太原路62號,0225589728
欣樺牙醫診所,台北市太原路75號,0225555901
和彩牙醫診所,台北市文昌路12號,28315550
林志聰皮膚科診所,台北市文昌路26號,28327989
新光醫療財團法人新光吳火獅紀念醫院,台北市文昌路95號,0228332211
石牌實和復健診所,台北市文林北路262號,28273255
發興牙醫診所,台北市文林路146號,0228828430
淨美皮膚科診所,台北市文林路148號,28816099
晶美整形外科診所,台北市文林路176號,28832208
怡德診所,台北市文林路342號,28838099
澄隆中醫診所,台北市文林路410號,28805629
維美牙醫診所,台北市文林路428號,28820228
元群眼科診所,台北市文林路437號,2888-1711
李文達婦產科診所,台北市文林路458號,0228321171
存德小兒科診所,台北市文林路460號,0228342567
士林麗生時尚美學診所,台北市文林路466號,28358618
信愛中醫診所,台北市文林路478號,0228349339
何英世婦產科診所,台北市文林路482號,0228317152
榮清耳鼻喉科診所,台北市文林路483號,02-28316878
祥瑞牙醫診所,台北市文林路487號,0228335611
士林眼科診所,台北市文林路488之1號,0228364668
延年診所,台北市文林路506號,(02)28312985
崇生中醫診所,台北市文林路519號,02-28342839
許秋華中醫診所,台北市文林路527號,02-28380109
鄭文彥牙醫診所,台北市文林路678號,28330799
邱世昌診所,台北市文林路718號,0228343565
杏昌診所,台北市文林路736號,28355517
栩仕診所,台北市文湖街88號,87526087
優生活牙醫診所,台北市文德路169號,27997373
紫陽復健科診所,台北市文德路208巷8號,02-27988128
祐康中醫診所,台北市文德路210巷30弄23號,26572818
林俊民牙醫診所,台北市文德路210巷30弄7號,0226594040
萬和牙醫診所,台北市文德路21號,27978008
萬安堂中醫診所,台北市文德路22巷9弄42號,26599135
弘育診所,台北市文德路22巷9弄64號,0226578699
大方牙醫診所,台北市文德路2號,27978821
文德耳鼻喉科診所,台北市文德路32號,87971942
康德牙醫診所,台北市文德路70號,0226582280
紐大牙醫診所,台北市文德路71號,26581414
陳德駿婦產科診所,台北市文德路8號,0227974455
林登山耳鼻喉科診所,台北市文德路96號,26596638
安政牙醫診所,台北市文德路二十二巷41號,02-26570847
康絜牙醫診所,台北市文德路二十二巷二十七弄10號,26584771
聯恩診所,台北市木柵路2段131號,29367930
永健牙醫診所,台北市木柵路一段152號,0222366866
宏福中醫診所,台北市木柵路一段182號,29370913
北持牙醫診所,台北市木柵路一段267號,0229360239
青村牙醫診所,台北市木柵路一段325之2號,02-29363737
信和牙醫診所,台北市木柵路一段71號,22367038
陳建焜小兒科診所,台北市木柵路一段75號,0222364318
頌恩牙醫診所,台北市木柵路二段111號,0229385100
元昌堂中醫診所,台北市木柵路二段127號,29360558
全家牙醫診所,台北市木柵路二段143號,22346393
堤岸牙醫診所,台北市木柵路二段68號,29395500
生活牙醫診所,台北市木柵路二段72號,86617775
欣美牙醫診所,台北市木柵路三段10號,22343708
鍾內兒科診所,台北市木柵路三段119號,0229399632
慶聯牙醫診所,台北市木柵路三段136號,0229391140
文山牙醫診所,台北市木柵路三段37及39號,0229377770
昇揚中醫診所,台北市木柵路三段7號,86618111
真善美中醫診所,台北市木新路2段183號,22345007
格林牙醫診所,台北市木新路3段70號,86611596
信願堂中醫診所,台北市木新路二段118號,0229385668
目欣眼科診所,台北市木新路二段120號,0229391900
保順診所,台北市木新路二段206號,0229396868
木新牙醫診所,台北市木新路二段222號,0229395788
敦揚牙醫診所,台北市木新路二段247號,86619817
房國堂小兒專科診所,台北市木新路二段269號,86616527
泓仁診所,台北市木新路二段273號,0229382627
台欣牙醫診所,台北市木新路二段297號,0229391797
平安耳鼻喉科診所,台北市木新路三段106號,86611963
健誠診所,台北市木新路三段124號,0229374772
一心牙醫診所,台北市木新路三段141號,22345151
木新診所,台北市木新路三段146號,0229390392
有全醫療社團法人木柵101牙醫診所,台北市木新路三段168號,29396081
育德堂中醫診所,台北市木新路三段173號,29382529
吳錫賢診所,台北市木新路三段208號,0229381577
蓮濟中醫診所,台北市木新路三段21號,29370583
高鳴傑 眼科診所,台北市木新路三段223號,0229376108
春林復健科診所,台北市木新路三段229號,0229392500
大木柵陳牙醫診所,台北市木新路三段248號,0229368791
徐文治診所,台北市木新路三段249號,0229378125
天丞牙醫診所,台北市木新路三段325號,0229369194
人本家庭牙醫診所,台北市木新路三段350號,86610274
小天使牙醫診所,台北市仙岩路20之1及20之2號,0229324312
國防部醫務組診所,台北市北安路409號,02-85099765
漢坤中醫診所,台北市北安路458巷41弄40號,25335766
愛鄰診所,台北市北安路520之1號,25322333
大直牙醫診所,台北市北安路522號,85092410
悅世牙醫診所,台北市北安路554巷43號,25335220
迪士尼牙醫診所,台北市北安路554巷8弄1號,0225322775
明水時尚診所,台北市北安路569之1號,85097777
北安聯合診所,台北市北安路569之2號,25337777
上允牙醫診所,台北市北安路571號,02-25337045
大直北安中醫診所,台北市北安路575號,25329533
大直佳恩診所,台北市北安路591號,02-25323301
迪昇牙醫診所,台北市北安路595巷20弄3號,02-25336399
柏泉內科小兒科診所,台北市北安路595巷20弄5號,0225331730
大直診所,台北市北安路595巷2弄2號,02-25332339
德美診所,台北市北安路596號,0225326618
駿琳大直中醫診所,台北市北安路598之1號,85091995
高固?診所,台北市北安路607號,25323036-109
惟?診所,台北市北安路607號,25323036
志安牙醫診所,台北市北安路608巷1號,0225338375
智欽牙醫診所,台北市北安路608巷4弄11號,0225326394
高標準牙醫診所,台北市北安路608巷4弄6號,0225323678
辰品牙醫診所,台北市北安路615號,25337111
京鼎牙醫診所,台北市北安路620號,25321588
蘇宋儒婦產科診所,台北市北安路624號,0225323833
田青牙醫診所,台北市北安路629號,0225320993
北安牙醫診所,台北市北安路630巷11號,0225326864
大直復健科診所,台北市北安路630巷25弄16號,85096363
恩慈牙醫診所,台北市北安路630巷5號,25334295
莊宇龍診所,台北市北安路637號,02-25319998
偉格牙醫診所,台北市北安路639號,0225330662
上質整形外科診所,台北市北安路780號,0921949555
協合牙醫診所,台北市北安路八0五巷四弄1號,02-25335223
睿智牙醫診所,台北市北安路六二一巷25號,25331837
承新診所,台北市北投路二段11號,28939833
周正成小兒科診所,台北市台北市忠孝東路2段22號,0223516830
三和牙醫診所,台北市四平街16號,0225815658
松德大安診所,台北市四維路170巷16號,27073326
松德診所,台北市四維路170巷16號,27073366
康泰牙醫診所,台北市四維路170巷16號,0227094077
怡登采風牙醫診所,台北市四維路170巷19號,77306766
1931閎茗牙醫診所,台北市四維路178號,27026865
沈德昌診所,台北市四維路189號,0227035300
適群復健科診所,台北市四維路198巷32號,66082888
敦維牙醫診所,台北市四維路33號,27061555
慈諴中醫診所,台北市四維路50號,27076207
健元牙醫診所,台北市四維路52巷16號,0227053137
正明診所,台北市四維路76巷9號,0223259210
維康中醫診所,台北市四維路一七0巷29號,27049562
洪小兒科診所,台北市市民大道五段165號,0227480630
虹福牙醫診所,台北市市民大道四段53號,0227721267
臺北市立聯合醫院附設臺北市政府醫務室,台北市市府路1號,
欣華牙醫診所,台北市民生西路123號,02 25538921
美麗晶華診所,台北市民生西路126號,2558-9933
康華骨科診所,台北市民生西路138號,25597277
晶悅美學牙醫診所,台北市民生西路138號,25593671
一聖堂中醫診所,台北市民生西路154號,02 25566096
艾美整形外科診所,台北市民生西路16號,25215606
祥恩耳鼻喉科診所,台北市民生西路195號,02-25535185
南方牙醫診所,台北市民生西路210號,0225583324
宗北內科診所,台北市民生西路24號,0225411001
信安診所,台北市民生西路24號,25118112
楊錦標神經科診所,台北市民生西路24號,0225615668
安德復民生復健專科診所,台北市民生西路285號,77295859
雙連婦產科小兒科診所,台北市民生西路30號,25502381
華源堂中醫診所,台北市民生西路318號,0225557585
立全牙醫診所,台北市民生西路321之2號,25536628
佳禾骨科診所,台北市民生西路54號,25427171
宏林診所,台北市民生西路6號,02-25618979
翠真牙醫診所,台北市民生西路6號,0225115278
嘉良中醫診所,台北市民生西路71號,02-255314488
雙連宏福中醫診所,台北市民生西路78號,25526033
歐嘉得牙醫診所,台北市民生東1段58號,2561-4640
民生承安診所,台北市民生東路3段90號,02-25032633
興安診所,台北市民生東路3段90號,2505-2228
夏綠地牙醫診所,台北市民生東路5段188號,27470931
新富錦中醫診所,台北市民生東路5段203號,27471173
伍德中醫診所,台北市民生東路5段56號,27624646
